user_id,acquisition_date,cancellation_month,gender,marital_status,age,income_segment,country,channel,campaign_id,device_type,plan_type
3848,2024-04-01,2024-09-01,Male,Married,32,Medium,Italy,Organic,Organic_B,Android,Standard
3849,2024-01-01,,Male,Single,28,Medium,Sweden,Organic,Organic_C,Android,Basic
3850,2024-05-01,2025-01-01,Male,Single,47,High,Spain,Organic,Organic_A,iOS,Premium
3851,2024-04-01,2024-06-01,Female,Single,35,Medium,Netherlands,Organic,Organic_C,Android,Standard
3852,2024-01-01,2024-11-01,Male,Married,22,Low,Germany,Referral,Referral_C,iOS,Basic
3853,2024-07-01,2025-02-01,Male,Single,31,Medium,France,Organic,Organic_C,Android,Standard
3854,2024-07-01,2025-04-01,Female,Married,36,High,Belgium,Organic,Organic_B,iOS,Standard
3855,2024-04-01,2024-08-01,Male,Single,43,High,Netherlands,Referral,Referral_A,Web,Premium
3856,2024-05-01,2024-06-01,Male,Single,28,Medium,Switzerland,Paid Ads,Paid Ads_B,Android,Basic
3857,2024-06-01,2024-11-01,Male,Married,29,Medium,Czech Republic,Paid Ads,Paid Ads_C,Android,Standard
3858,2024-03-01,2024-06-01,Female,Single,35,Medium,Poland,Organic,Organic_B,iOS,Standard
3859,2024-08-01,2025-06-01,Male,Single,43,High,Belgium,Paid Ads,Paid Ads_B,Android,Standard
3860,2024-05-01,,Female,Single,21,Low,France,Referral,Referral_B,Android,Basic
3861,2024-08-01,,Female,Single,40,High,Switzerland,Paid Ads,Paid Ads_A,iOS,Standard
3862,2024-02-01,2024-07-01,Female,Married,30,Medium,Spain,Organic,Organic_A,iOS,Standard
3863,2024-07-01,2025-02-01,Male,Single,31,Medium,Poland,Organic,Organic_C,iOS,Basic
3864,2024-04-01,2024-11-01,Male,Single,55,Premium,Sweden,Referral,Referral_B,Web,Standard
3865,2024-04-01,2024-08-01,Male,Single,33,Medium,Netherlands,Referral,Referral_C,Web,Basic
3866,2024-08-01,,Female,Single,42,High,Netherlands,Paid Ads,Paid Ads_B,Web,Standard
3867,2024-06-01,2024-11-01,Female,Married,42,High,Poland,Paid Ads,Paid Ads_C,Android,Standard
3868,2024-08-01,2025-07-01,Male,Married,23,Low,Switzerland,Paid Ads,Paid Ads_A,Android,Basic
3869,2024-02-01,2024-09-01,Female,Married,18,,Poland,Referral,Referral_C,iOS,Basic
3870,2024-06-01,2025-01-01,Male,Single,43,High,Germany,Paid Ads,Paid Ads_A,iOS,Premium
3871,2024-02-01,,Male,Single,24,Low,Czech Republic,Organic,Organic_B,Android,Standard
3872,2024-03-01,2024-07-01,Male,Single,18,,Spain,Organic,Organic_B,Android,Standard
3873,2024-07-01,,Male,Married,45,High,Austria,Referral,Referral_B,Web,Standard
3874,2024-04-01,,Male,Single,24,Low,France,Referral,Referral_C,Android,Basic
3875,2024-04-01,,Male,Single,27,Medium,Portugal,Paid Ads,Paid Ads_C,Web,Standard
3876,2024-03-01,2024-05-01,Male,Married,54,Premium,Netherlands,Organic,Organic_C,iOS,Premium
3877,2024-01-01,,Female,Single,18,,France,Paid Ads,Paid Ads_A,iOS,Standard
3878,2024-07-01,2025-03-01,Male,Single,22,Low,Austria,Paid Ads,Paid Ads_B,Android,Standard
3879,2024-06-01,,Female,Single,30,Medium,Poland,Organic,Organic_B,iOS,Standard
3880,2024-03-01,2024-08-01,Female,Single,32,Medium,Austria,Referral,Referral_A,iOS,Standard
3881,2024-06-01,2024-11-01,Male,Single,26,Medium,Czech Republic,Paid Ads,Paid Ads_A,Android,Basic
3882,2024-08-01,,Female,Single,23,Low,Switzerland,Paid Ads,Paid Ads_B,Android,Basic
3883,2024-05-01,2024-11-01,Female,Single,50,High,Poland,Paid Ads,Paid Ads_B,iOS,Standard
3884,2024-04-01,2024-05-01,Female,Single,37,High,Czech Republic,Paid Ads,Paid Ads_A,Android,Standard
3885,2024-06-01,,Male,Married,40,High,Austria,Organic,Organic_A,Web,Standard
3886,2024-02-01,2024-09-01,Male,Single,33,Medium,France,Paid Ads,Paid Ads_B,Web,Standard
3887,2024-06-01,2025-01-01,Male,Married,37,High,Portugal,Organic,Organic_B,Android,Standard
3888,2024-05-01,2025-02-01,Male,Single,44,High,Belgium,Referral,Referral_A,Web,Premium
3889,2024-07-01,,Male,Single,25,Low,Sweden,Referral,Referral_B,iOS,Standard
3890,2024-04-01,2024-05-01,Female,Married,37,High,Italy,Organic,Organic_A,Android,Standard
3891,2024-08-01,2025-03-01,Female,Single,41,High,Germany,Organic,Organic_B,Android,Premium
3892,2024-03-01,2024-06-01,Male,Single,50,High,France,Paid Ads,Paid Ads_C,Android,Premium
3893,2024-08-01,2025-03-01,Female,Married,54,Premium,Switzerland,Paid Ads,Paid Ads_C,Android,Standard
3894,2024-05-01,2024-10-01,Female,Single,35,Medium,Poland,Referral,Referral_B,Android,Basic
3895,2024-04-01,2024-11-01,Female,Single,46,High,Austria,Organic,Organic_A,Android,Premium
3896,2024-06-01,2024-10-01,Female,Single,18,,Poland,Referral,Referral_C,Android,Basic
3897,2024-07-01,,Male,Married,50,High,Germany,Organic,Organic_A,iOS,Premium
3898,2024-01-01,2024-12-01,Male,Married,27,Medium,Czech Republic,Paid Ads,Paid Ads_C,iOS,Basic
3899,2024-07-01,2024-12-01,Male,Single,32,Medium,Germany,Paid Ads,Paid Ads_C,Web,Standard
3900,2024-01-01,2024-10-01,Female,Single,39,High,France,Paid Ads,Paid Ads_C,Android,Standard
3901,2024-02-01,2024-09-01,Female,Single,33,Medium,Germany,Referral,Referral_B,Android,Basic
3902,2024-07-01,,Male,Single,36,High,Sweden,Referral,Referral_B,Android,Premium
3903,2024-04-01,2024-10-01,Male,Single,50,High,France,Referral,Referral_A,Android,Premium
3904,2024-01-01,,Female,Single,31,Medium,Czech Republic,Paid Ads,Paid Ads_B,iOS,Standard
3905,2024-03-01,2024-06-01,Male,Single,24,Low,Portugal,Paid Ads,Paid Ads_A,Android,Basic
3906,2024-04-01,2024-05-01,Male,Single,53,Premium,Sweden,Organic,Organic_C,Android,Premium
3907,2024-03-01,2024-06-01,Female,Married,40,High,Portugal,Organic,Organic_B,iOS,Standard
3908,2024-07-01,2025-03-01,Female,Single,54,Premium,Poland,Paid Ads,Paid Ads_C,Android,Standard
3909,2024-03-01,2024-06-01,Male,Single,43,High,Germany,Organic,Organic_A,Android,Premium
3910,2024-01-01,,Female,Single,21,Low,Spain,Organic,Organic_B,iOS,Standard
3911,2024-04-01,,Male,Married,41,High,Czech Republic,Organic,Organic_B,Web,Standard
3912,2024-06-01,,Female,Married,25,Low,France,Organic,Organic_C,Android,Basic
3913,2024-05-01,2024-11-01,Female,Married,35,Medium,Netherlands,Paid Ads,Paid Ads_B,iOS,Standard
3914,2024-01-01,2024-12-01,Male,Single,34,Medium,Poland,Paid Ads,Paid Ads_A,Android,Standard
3915,2024-01-01,,Female,Married,18,,Czech Republic,Paid Ads,Paid Ads_B,Android,Standard
3916,2024-06-01,2025-01-01,Male,Single,26,Medium,Austria,Paid Ads,Paid Ads_C,Android,Basic
3917,2024-04-01,2024-07-01,Female,Single,57,Premium,Czech Republic,Paid Ads,Paid Ads_A,iOS,Premium
3918,2024-04-01,2024-05-01,Male,Single,37,High,Italy,Paid Ads,Paid Ads_B,Android,Standard
3919,2024-08-01,2025-07-01,Female,Married,33,Medium,Poland,Organic,Organic_C,iOS,Basic
3920,2024-07-01,,Female,Married,53,Premium,Switzerland,Paid Ads,Paid Ads_C,Web,Premium
3921,2024-03-01,2024-07-01,Male,Married,31,Medium,Belgium,Paid Ads,Paid Ads_C,iOS,Basic
3922,2024-07-01,2024-11-01,Female,Married,34,Medium,Austria,Organic,Organic_C,Web,Standard
3923,2024-06-01,2024-10-01,Male,Single,44,High,Italy,Paid Ads,Paid Ads_C,Android,Premium
3924,2024-07-01,,Female,Single,30,Medium,Spain,Referral,Referral_A,Android,Basic
3925,2024-06-01,2024-12-01,Female,Single,27,Medium,Germany,Paid Ads,Paid Ads_C,Android,Basic
3926,2024-04-01,2024-05-01,Male,Married,18,,France,Organic,Organic_C,Android,Standard
3927,2024-03-01,,Female,Single,25,Low,Italy,Organic,Organic_B,Android,Basic
3928,2024-07-01,2025-03-01,Female,Married,25,Low,Switzerland,Organic,Organic_A,iOS,Basic
3929,2024-01-01,2024-07-01,Male,Single,36,High,Belgium,Organic,Organic_C,Android,Premium
3930,2024-02-01,,Female,Single,28,Medium,Belgium,Organic,Organic_B,iOS,Basic
3931,2024-08-01,2025-04-01,Male,Single,56,Premium,Germany,Paid Ads,Paid Ads_A,Android,Standard
3932,2024-05-01,2024-06-01,Male,Single,24,Low,Austria,Paid Ads,Paid Ads_A,Android,Basic
3933,2024-01-01,2025-01-01,Male,Married,49,High,Italy,Paid Ads,Paid Ads_C,Android,Standard
3934,2024-04-01,2024-05-01,Female,Single,37,High,Italy,Organic,Organic_A,Android,Standard
3935,2024-05-01,,Female,Single,43,High,France,Organic,Organic_B,Web,Standard
3936,2024-02-01,2024-12-01,Male,Single,42,High,Italy,Organic,Organic_A,Android,Premium
3937,2024-02-01,2024-11-01,Female,Single,18,,Netherlands,Paid Ads,Paid Ads_C,iOS,Basic
3938,2024-03-01,2024-08-01,Male,Single,34,Medium,Switzerland,Paid Ads,Paid Ads_C,iOS,Basic
3939,2024-05-01,2024-08-01,Female,Single,32,Medium,Spain,Organic,Organic_B,Android,Standard
3940,2024-03-01,2024-04-01,Male,Married,23,Low,France,Organic,Organic_A,Web,Basic
3941,2024-01-01,2025-01-01,Male,Single,39,High,Sweden,Organic,Organic_B,Android,Premium
3942,2024-06-01,2025-02-01,Female,Single,52,Premium,Germany,Paid Ads,Paid Ads_A,Web,Standard
3943,2024-06-01,,Male,Single,18,,Switzerland,Paid Ads,Paid Ads_A,Android,Basic
3944,2024-06-01,,Male,Single,29,Medium,Sweden,Paid Ads,Paid Ads_A,iOS,Basic
3945,2024-05-01,2024-11-01,Female,Single,22,Low,France,Referral,Referral_A,iOS,Standard
3946,2024-06-01,2025-01-01,Male,Single,35,Medium,Austria,Referral,Referral_C,Android,Standard
3947,2024-01-01,2024-10-01,Male,Single,31,Medium,Spain,Organic,Organic_C,Android,Standard
3948,2024-03-01,2024-04-01,Female,Married,28,Medium,Spain,Paid Ads,Paid Ads_B,Android,Basic
3949,2024-05-01,2024-12-01,Male,Single,41,High,Belgium,Organic,Organic_A,Android,Premium
3950,2024-03-01,2024-06-01,Male,Married,51,Premium,Italy,Organic,Organic_B,Android,Premium
3951,2024-05-01,,Male,Married,61,Premium,Czech Republic,Paid Ads,Paid Ads_B,iOS,Premium
3952,2024-03-01,2024-08-01,Male,Single,27,Medium,Czech Republic,Paid Ads,Paid Ads_C,Android,Standard
3953,2024-02-01,2024-11-01,Male,Single,18,,Switzerland,Organic,Organic_B,Android,Basic
3954,2024-03-01,,Male,Single,40,High,Italy,Paid Ads,Paid Ads_B,Android,Standard
3955,2024-06-01,2024-11-01,Male,Single,51,Premium,Spain,Paid Ads,Paid Ads_B,Android,Standard
3956,2024-02-01,2024-11-01,Male,Married,43,High,Switzerland,Organic,Organic_A,Web,Standard
3957,2024-03-01,2024-04-01,Female,Married,51,Premium,Italy,Paid Ads,Paid Ads_A,Android,Premium
3958,2024-05-01,,Male,Single,32,Medium,Switzerland,Referral,Referral_B,Android,Standard
3959,2024-05-01,2024-10-01,Male,Single,28,Medium,Sweden,Organic,Organic_B,Android,Basic
3960,2024-08-01,2025-05-01,Female,Single,36,High,Austria,Organic,Organic_A,Android,Premium
3961,2024-05-01,2024-10-01,Male,Single,31,Medium,Poland,Paid Ads,Paid Ads_A,Android,Standard
3962,2024-04-01,2024-05-01,Male,Married,41,High,Czech Republic,Organic,Organic_B,Android,Premium
3963,2024-01-01,,Male,Single,44,High,Italy,Referral,Referral_B,Android,Standard
3964,2024-05-01,2025-01-01,Male,Single,45,High,Belgium,Paid Ads,Paid Ads_A,iOS,Premium
3965,2024-02-01,2024-09-01,Male,Married,40,High,Italy,Paid Ads,Paid Ads_A,Android,Standard
3966,2024-08-01,2025-05-01,Male,Single,37,High,Netherlands,Organic,Organic_A,Android,Standard
3967,2024-05-01,2025-03-01,Female,Single,42,High,Portugal,Organic,Organic_A,Android,Standard
3968,2024-04-01,2024-09-01,Female,Single,18,,Spain,Paid Ads,Paid Ads_B,Android,Basic
3969,2024-06-01,2025-02-01,Female,Single,37,High,Belgium,Paid Ads,Paid Ads_A,Android,Premium
3970,2024-02-01,,Female,Married,35,Medium,Netherlands,Organic,Organic_A,Android,Basic
3971,2024-04-01,2024-07-01,Female,Married,37,High,Czech Republic,Referral,Referral_A,Android,Standard
3972,2024-06-01,,Male,Single,34,Medium,Belgium,Paid Ads,Paid Ads_C,Web,Standard
3973,2024-07-01,2025-03-01,Male,Married,39,High,Czech Republic,Organic,Organic_C,Android,Premium
3974,2024-07-01,2025-02-01,Male,Single,29,Medium,Czech Republic,Referral,Referral_A,Android,Standard
3975,2024-02-01,,Male,Married,46,High,Spain,Paid Ads,Paid Ads_B,iOS,Premium
3976,2024-03-01,,Male,Married,39,High,Czech Republic,Referral,Referral_A,Android,Premium
3977,2024-01-01,,Female,Single,36,High,Czech Republic,Organic,Organic_A,iOS,Premium
3978,2024-08-01,2025-05-01,Female,Married,28,Medium,Portugal,Organic,Organic_A,Android,Basic
3979,2024-01-01,2024-12-01,Male,Single,43,High,Netherlands,Paid Ads,Paid Ads_A,Android,Premium
3980,2024-04-01,,Male,Single,37,High,Switzerland,Paid Ads,Paid Ads_C,iOS,Premium
3981,2024-06-01,2024-12-01,Male,Married,27,Medium,Belgium,Referral,Referral_A,Android,Basic
3982,2024-01-01,2024-10-01,Female,Married,34,Medium,Switzerland,Organic,Organic_A,Web,Basic
3983,2024-06-01,,Female,Married,41,High,Sweden,Organic,Organic_C,iOS,Premium
3984,2024-06-01,2024-12-01,Male,Married,40,High,Switzerland,Paid Ads,Paid Ads_A,iOS,Standard
3985,2024-04-01,2024-06-01,Female,Single,39,High,Austria,Organic,Organic_B,Android,Standard
3986,2024-04-01,2024-08-01,Male,Single,35,Medium,Italy,Organic,Organic_C,Web,Standard
3987,2024-04-01,2024-11-01,Female,Married,45,High,Poland,Organic,Organic_A,Android,Premium
3988,2024-01-01,2024-09-01,Female,Single,47,High,Czech Republic,Organic,Organic_B,Web,Standard
3989,2024-07-01,2025-01-01,Male,Married,42,High,Switzerland,Organic,Organic_A,Android,Standard
3990,2024-04-01,2024-07-01,Female,Single,29,Medium,Italy,Referral,Referral_A,Web,Basic
3991,2024-08-01,2025-07-01,Female,Married,24,Low,Poland,Paid Ads,Paid Ads_B,iOS,Standard
3992,2024-01-01,,Male,Single,29,Medium,France,Paid Ads,Paid Ads_B,iOS,Basic
3993,2024-04-01,,Female,Married,54,Premium,Italy,Paid Ads,Paid Ads_B,Android,Premium
3994,2024-05-01,2025-01-01,Male,Single,37,High,Belgium,Paid Ads,Paid Ads_A,Android,Premium
3995,2024-06-01,2025-04-01,Female,Married,56,Premium,Sweden,Referral,Referral_B,iOS,Standard
3996,2024-08-01,2025-01-01,Male,Single,33,Medium,Poland,Paid Ads,Paid Ads_B,Android,Standard
3997,2024-04-01,,Male,Single,32,Medium,Italy,Organic,Organic_A,iOS,Standard
3998,2024-02-01,2024-12-01,Female,Married,34,Medium,Spain,Referral,Referral_A,Web,Basic
3999,2024-06-01,2025-04-01,Female,Married,34,Medium,Italy,Paid Ads,Paid Ads_A,Android,Standard
4000,2024-06-01,2024-10-01,Male,Married,27,Medium,Italy,Organic,Organic_A,Android,Basic
4001,2024-04-01,2024-08-01,Female,Single,23,Low,Austria,Paid Ads,Paid Ads_C,Android,Standard
4002,2024-07-01,2024-12-01,Female,Single,40,High,Spain,Paid Ads,Paid Ads_A,Android,Premium
4003,2024-03-01,,Female,Single,45,High,Netherlands,Organic,Organic_B,iOS,Premium
4004,2024-07-01,,Male,Single,59,Premium,Italy,Organic,Organic_B,Android,Premium
4005,2024-04-01,2024-07-01,Male,Married,30,Medium,Sweden,Paid Ads,Paid Ads_A,Android,Standard
4006,2024-06-01,2024-11-01,Male,Single,31,Medium,Czech Republic,Referral,Referral_B,Web,Basic
4007,2024-08-01,2025-03-01,Female,Single,27,Medium,Portugal,Referral,Referral_B,Android,Standard
4008,2024-02-01,2024-11-01,Female,Single,46,High,Spain,Organic,Organic_C,Web,Premium
4009,2024-08-01,,Male,Single,43,High,Sweden,Paid Ads,Paid Ads_C,Android,Premium
4010,2024-08-01,,Male,Single,26,Medium,France,Referral,Referral_A,Android,Standard
4011,2024-06-01,2024-09-01,Female,Single,25,Low,Austria,Paid Ads,Paid Ads_C,Android,Standard
4012,2024-07-01,2024-12-01,Female,Single,44,High,France,Paid Ads,Paid Ads_B,Android,Premium
4013,2024-02-01,2024-10-01,Female,Single,38,High,Italy,Organic,Organic_A,iOS,Premium
4014,2024-01-01,2024-09-01,Female,Married,42,High,Italy,Referral,Referral_A,Android,Premium
4015,2024-05-01,2024-12-01,Male,Single,26,Medium,Poland,Paid Ads,Paid Ads_B,iOS,Basic
4016,2024-06-01,2024-09-01,Female,Single,18,,Italy,Organic,Organic_B,Android,Basic
4017,2024-04-01,2024-10-01,Female,Married,26,Medium,Czech Republic,Referral,Referral_B,iOS,Standard
4018,2024-01-01,,Male,Married,41,High,Sweden,Referral,Referral_B,Android,Standard
4019,2024-05-01,2025-02-01,Male,Married,56,Premium,Switzerland,Paid Ads,Paid Ads_C,iOS,Premium
4020,2024-04-01,,Female,Married,30,Medium,Belgium,Paid Ads,Paid Ads_B,Android,Standard
4021,2024-08-01,,Male,Single,57,Premium,Portugal,Paid Ads,Paid Ads_A,Android,Standard
4022,2024-03-01,2024-07-01,Female,Married,43,High,Germany,Paid Ads,Paid Ads_C,iOS,Standard
4023,2024-04-01,2024-11-01,Female,Single,21,Low,Netherlands,Paid Ads,Paid Ads_A,Web,Standard
4024,2024-02-01,2024-09-01,Male,Single,37,High,France,Referral,Referral_B,iOS,Standard
4025,2024-02-01,,Male,Married,43,High,Sweden,Organic,Organic_B,Android,Standard
4026,2024-03-01,2024-07-01,Female,Single,18,,Switzerland,Paid Ads,Paid Ads_A,Web,Standard
4027,2024-01-01,2025-01-01,Male,Married,41,High,Sweden,Organic,Organic_A,Android,Standard
4028,2024-05-01,2024-11-01,Female,Married,46,High,Belgium,Organic,Organic_B,Android,Premium
4029,2024-04-01,,Female,Single,38,High,Sweden,Organic,Organic_C,iOS,Premium
4030,2024-02-01,,Female,Married,34,Medium,Germany,Referral,Referral_B,Web,Standard
4031,2024-01-01,2024-10-01,Male,Single,33,Medium,Sweden,Organic,Organic_C,iOS,Standard
4032,2024-03-01,2024-04-01,Female,Single,32,Medium,Germany,Paid Ads,Paid Ads_B,Web,Basic
4033,2024-07-01,2025-04-01,Female,Married,23,Low,Italy,Paid Ads,Paid Ads_C,Android,Standard
4034,2024-06-01,2024-12-01,Female,Single,28,Medium,Spain,Paid Ads,Paid Ads_B,Web,Standard
4035,2024-07-01,2024-11-01,Male,Married,30,Medium,Italy,Referral,Referral_A,Android,Standard
4036,2024-07-01,2025-05-01,Female,Single,36,High,Czech Republic,Referral,Referral_A,Android,Premium
4037,2024-02-01,2024-11-01,Female,Single,29,Medium,France,Organic,Organic_B,iOS,Standard
4038,2024-08-01,2025-06-01,Female,Married,26,Medium,Portugal,Referral,Referral_B,iOS,Standard
4039,2024-08-01,2025-05-01,Male,Single,42,High,Portugal,Paid Ads,Paid Ads_C,Android,Premium
4040,2024-03-01,,Female,Single,38,High,Italy,Referral,Referral_C,Web,Standard
4041,2024-04-01,,Female,Single,29,Medium,Austria,Referral,Referral_B,Android,Standard
4042,2024-08-01,,Male,Married,40,High,Czech Republic,Organic,Organic_C,Android,Premium
4043,2024-07-01,2024-12-01,Male,Single,30,Medium,France,Paid Ads,Paid Ads_A,iOS,Basic
4044,2024-08-01,,Female,Married,35,Medium,Poland,Referral,Referral_A,iOS,Standard
4045,2024-07-01,2025-04-01,Female,Single,44,High,Italy,Organic,Organic_B,iOS,Premium
4046,2024-05-01,2025-01-01,Female,Married,28,Medium,Austria,Organic,Organic_A,Web,Standard
4047,2024-02-01,2024-09-01,Male,Married,23,Low,Belgium,Organic,Organic_C,Android,Basic
4048,2024-02-01,2024-10-01,Male,Single,33,Medium,Switzerland,Organic,Organic_B,Android,Standard
4049,2024-04-01,2024-07-01,Female,Single,21,Low,Czech Republic,Referral,Referral_A,Web,Standard
4050,2024-08-01,,Male,Married,32,Medium,Czech Republic,Organic,Organic_B,iOS,Standard
4051,2024-08-01,,Female,Married,32,Medium,Italy,Referral,Referral_A,Web,Basic
4052,2024-06-01,2024-11-01,Female,Single,18,,France,Paid Ads,Paid Ads_A,Web,Basic
4053,2024-01-01,2025-01-01,Male,Married,40,High,Czech Republic,Paid Ads,Paid Ads_A,iOS,Standard
4054,2024-05-01,2024-11-01,Female,Married,33,Medium,France,Referral,Referral_A,iOS,Standard
4055,2024-02-01,2024-07-01,Male,Married,46,High,Poland,Organic,Organic_B,Android,Standard
4056,2024-05-01,2024-10-01,Male,Married,37,High,Austria,Organic,Organic_A,Android,Premium
4057,2024-02-01,,Female,Single,42,High,France,Organic,Organic_A,iOS,Standard
4058,2024-05-01,2024-09-01,Male,Married,46,High,France,Organic,Organic_A,iOS,Standard
4059,2024-03-01,2024-07-01,Female,Single,33,Medium,Sweden,Paid Ads,Paid Ads_B,Android,Standard
4060,2024-07-01,2025-05-01,Male,Single,34,Medium,Czech Republic,Organic,Organic_A,Android,Basic
4061,2024-02-01,,Female,Single,19,Low,Italy,Referral,Referral_A,Android,Standard
4062,2024-05-01,,Female,Single,47,High,Italy,Referral,Referral_A,Android,Premium
4063,2024-08-01,2025-07-01,Female,Single,33,Medium,Netherlands,Organic,Organic_B,iOS,Standard
4064,2024-01-01,2024-11-01,Male,Single,24,Low,Netherlands,Organic,Organic_A,iOS,Basic
4065,2024-03-01,2024-05-01,Female,Single,42,High,Netherlands,Paid Ads,Paid Ads_A,Android,Premium
4066,2024-03-01,,Male,Married,18,,Poland,Referral,Referral_B,Android,Basic
4067,2024-01-01,2024-10-01,Male,Single,30,Medium,Spain,Paid Ads,Paid Ads_C,Android,Basic
4068,2024-05-01,2025-02-01,Male,Single,44,High,Czech Republic,Organic,Organic_B,iOS,Premium
4069,2024-08-01,2025-09-01,Male,Single,30,Medium,Austria,Organic,Organic_C,Android,Basic
4070,2024-04-01,,Male,Single,27,Medium,Portugal,Organic,Organic_C,iOS,Standard
4071,2024-01-01,,Female,Single,30,Medium,Spain,Organic,Organic_C,Android,Standard
4072,2024-05-01,2024-09-01,Male,Single,18,,Germany,Paid Ads,Paid Ads_C,Android,Basic
4073,2024-01-01,2025-02-01,Female,Married,42,High,Sweden,Referral,Referral_C,Android,Premium
4074,2024-01-01,,Female,Married,33,Medium,Portugal,Organic,Organic_B,Web,Basic
4075,2024-02-01,2024-07-01,Male,Married,32,Medium,Sweden,Organic,Organic_A,Android,Basic
4076,2024-05-01,,Female,Single,32,Medium,Portugal,Referral,Referral_B,Android,Standard
4077,2024-04-01,,Female,Single,35,Medium,Italy,Referral,Referral_B,Android,Basic
4078,2024-07-01,2024-12-01,Male,Single,41,High,Austria,Paid Ads,Paid Ads_A,Web,Standard
4079,2024-02-01,,Female,Married,34,Medium,Belgium,Paid Ads,Paid Ads_A,Android,Basic
4080,2024-01-01,,Male,Single,21,Low,Belgium,Organic,Organic_B,Android,Standard
4081,2024-07-01,2025-03-01,Male,Single,40,High,Poland,Referral,Referral_B,Android,Premium
4082,2024-06-01,,Male,Single,39,High,Czech Republic,Referral,Referral_B,Web,Premium
4083,2024-07-01,2024-12-01,Female,Single,37,High,Czech Republic,Referral,Referral_B,Web,Premium
4084,2024-01-01,,Female,Married,45,High,Italy,Organic,Organic_A,Android,Standard
4085,2024-01-01,2024-12-01,Female,Married,35,Medium,Switzerland,Paid Ads,Paid Ads_C,iOS,Standard
4086,2024-08-01,2025-07-01,Female,Married,46,High,Czech Republic,Organic,Organic_B,Android,Standard
4087,2024-05-01,2024-12-01,Male,Single,49,High,Poland,Paid Ads,Paid Ads_C,Android,Standard
4088,2024-05-01,2024-09-01,Male,Married,40,High,Italy,Organic,Organic_C,iOS,Premium
4089,2024-02-01,2024-11-01,Female,Married,27,Medium,Italy,Paid Ads,Paid Ads_B,Android,Basic
4090,2024-04-01,2024-05-01,Male,Married,33,Medium,Germany,Organic,Organic_B,Android,Basic
4091,2024-02-01,2025-01-01,Female,Single,47,High,Spain,Paid Ads,Paid Ads_A,Web,Standard
4092,2024-03-01,2024-09-01,Male,Single,20,Low,Austria,Paid Ads,Paid Ads_C,Android,Standard
4093,2024-01-01,2024-11-01,Male,Married,31,Medium,Czech Republic,Organic,Organic_B,Android,Standard
4094,2024-07-01,2025-01-01,Male,Single,31,Medium,Netherlands,Paid Ads,Paid Ads_B,iOS,Basic
4095,2024-06-01,,Male,Married,26,Medium,Netherlands,Organic,Organic_A,Android,Basic
4096,2024-01-01,2024-10-01,Male,Married,43,High,Netherlands,Organic,Organic_B,Android,Standard
4097,2024-01-01,2024-09-01,Female,Single,38,High,Poland,Paid Ads,Paid Ads_C,Android,Premium
4098,2024-02-01,2024-07-01,Female,Single,27,Medium,France,Paid Ads,Paid Ads_B,Android,Standard
4099,2024-06-01,,Male,Single,41,High,Poland,Organic,Organic_B,Android,Standard
4100,2024-06-01,2025-01-01,Female,Married,33,Medium,Portugal,Organic,Organic_A,Android,Standard
4101,2024-06-01,2024-10-01,Male,Married,26,Medium,Switzerland,Paid Ads,Paid Ads_C,Android,Basic
4102,2024-02-01,2024-11-01,Male,Single,27,Medium,Italy,Referral,Referral_C,Web,Standard
4103,2024-01-01,,Male,Single,39,High,Switzerland,Organic,Organic_C,Android,Premium
4104,2024-02-01,2024-10-01,Male,Single,44,High,Portugal,Organic,Organic_B,iOS,Standard
4105,2024-05-01,2024-10-01,Female,Married,30,Medium,France,Paid Ads,Paid Ads_B,Android,Standard
4106,2024-05-01,,Male,Single,40,High,Czech Republic,Paid Ads,Paid Ads_B,Web,Premium
4107,2024-02-01,2024-09-01,Female,Single,50,High,Spain,Organic,Organic_C,iOS,Standard
4108,2024-06-01,2024-09-01,Male,Married,22,Low,Switzerland,Organic,Organic_C,Android,Basic
4109,2024-08-01,2025-03-01,Male,Single,38,High,Austria,Organic,Organic_C,Android,Standard
4110,2024-01-01,2024-08-01,Female,Single,43,High,Belgium,Paid Ads,Paid Ads_C,Android,Standard
4111,2024-02-01,2024-11-01,Male,Single,34,Medium,Switzerland,Organic,Organic_B,Android,Basic
4112,2024-02-01,2024-07-01,Male,Single,47,High,Austria,Organic,Organic_A,Web,Premium
4113,2024-02-01,,Female,Single,56,Premium,Italy,Organic,Organic_C,Android,Premium
4114,2024-08-01,2025-06-01,Female,Married,38,High,France,Paid Ads,Paid Ads_A,Android,Premium
4115,2024-08-01,2024-11-01,Female,Married,32,Medium,Austria,Paid Ads,Paid Ads_C,Android,Basic
4116,2024-03-01,,Male,Married,44,High,Netherlands,Paid Ads,Paid Ads_A,Android,Premium
4117,2024-05-01,2024-09-01,Male,Married,43,High,Switzerland,Paid Ads,Paid Ads_A,iOS,Premium
4118,2024-07-01,2024-10-01,Female,Single,18,,Spain,Paid Ads,Paid Ads_A,Android,Basic
4119,2024-06-01,2025-01-01,Female,Single,34,Medium,Spain,Paid Ads,Paid Ads_B,Android,Basic
4120,2024-04-01,,Male,Single,31,Medium,Switzerland,Paid Ads,Paid Ads_A,Android,Standard
4121,2024-08-01,2025-07-01,Male,Married,38,High,Switzerland,Organic,Organic_B,Android,Premium
4122,2024-07-01,,Female,Married,33,Medium,Netherlands,Referral,Referral_A,Android,Basic
